subject_id,src,x,y,planet,x_init,y_init
14927,img/planet1.png,73,298,1,632,335
14927,img/planet2.png,898,192,2,1032,22
14927,img/planet3.png,103,48,3,221,532
14927,img/planet4.png,507,206,4,858,588
14927,img/planet5.png,175,398,5,138,443
14927,img/planet6.png,403,172,6,562,254
14927,img/planet7.png,335,306,7,405,511
14927,img/planet8.png,70,142,8,303,289
14927,img/planet9.png,429,265,9,598,501
14927,img/planet10.png,165,188,10,51,488
14927,img/planet11.png,273,224,11,85,177
14927,img/planet12.png,402,57,12,456,500
14927,img/planet13.png,337,144,13,480,125
14927,img/planet14.png,208,133,14,13,151
14927,img/planet15.png,494,79,15,647,172
