subject_id,src,x,y,planet,x_init,y_init
14824,img/planet1.png,787,197,1,649,380
14824,img/planet2.png,742,92,2,648,173
14824,img/planet3.png,282,253,3,130,353
14824,img/planet4.png,367,323,4,147,413
14824,img/planet5.png,809,126,5,702,280
14824,img/planet6.png,362,249,6,362,249
14824,img/planet7.png,729,346,7,143,571
14824,img/planet8.png,360,171,8,731,118
14824,img/planet9.png,651,302,9,13,222
14824,img/planet10.png,805,264,10,953,538
14824,img/planet11.png,271,180,11,98,32
14824,img/planet12.png,653,222,12,122,248
14824,img/planet13.png,707,157,13,153,103
14824,img/planet14.png,726,260,14,365,346
14824,img/planet15.png,293,329,15,369,367
