subject_id,src,x,y,planet,x_init,y_init
14812,img/planet1.png,145,208,1,145,208
14812,img/planet2.png,578,265,2,518,269
14812,img/planet3.png,737,21,3,198,5
14812,img/planet4.png,909,83,4,228,264
14812,img/planet5.png,348,307,5,284,404
14812,img/planet6.png,555,124,6,520,325
14812,img/planet7.png,477,403,7,511,316
14812,img/planet8.png,340,458,8,846,453
14812,img/planet9.png,38,258,9,38,258
14812,img/planet10.png,764,229,10,884,224
14812,img/planet11.png,53,115,11,16,233
14812,img/planet12.png,263,121,12,615,161
14812,img/planet13.png,406,123,13,831,50
14812,img/planet14.png,134,430,14,954,401
14812,img/planet15.png,860,298,15,165,369
