subject_id,src,x,y,planet,x_init,y_init
14967,img/planet1.png,461,127,1,550,163
14967,img/planet2.png,281,114,2,201,188
14967,img/planet3.png,731,228,3,583,286
14967,img/planet4.png,571,200,4,631,175
14967,img/planet5.png,528,146,5,609,202
14967,img/planet6.png,606,395,6,100,145
14967,img/planet7.png,355,203,7,355,203
14967,img/planet8.png,385,292,8,127,377
14967,img/planet9.png,465,307,9,91,369
14967,img/planet10.png,666,348,10,666,348
14967,img/planet11.png,269,184,11,226,288
14967,img/planet12.png,712,153,12,947,297
14967,img/planet13.png,800,10,13,800,10
14967,img/planet14.png,801,251,14,77,389
14967,img/planet15.png,646,143,15,913,193
