subject_id,src,x,y,planet,x_init,y_init
14822,img/planet1.png,868,357,1,868,357
14822,img/planet2.png,497,231,2,497,231
14822,img/planet3.png,176,34,3,176,34
14822,img/planet4.png,128,116,4,12,204
14822,img/planet5.png,802,18,5,760,185
14822,img/planet6.png,453,350,6,453,350
14822,img/planet7.png,214,99,7,197,278
14822,img/planet8.png,201,340,8,47,409
14822,img/planet9.png,786,115,9,786,115
14822,img/planet10.png,890,296,10,890,296
14822,img/planet11.png,503,383,11,674,392
14822,img/planet12.png,122,321,12,122,321
14822,img/planet13.png,665,233,13,665,233
14822,img/planet14.png,687,273,14,774,287
14822,img/planet15.png,548,200,15,548,200
