subject_id,src,x,y,planet,x_init,y_init
14519,img/planet1.png,278,441,1,440,120
14519,img/planet2.png,590,413,2,848,283
14519,img/planet3.png,572,475,3,943,294
14519,img/planet4.png,389,335,4,799,88
14519,img/planet5.png,658,468,5,916,540
14519,img/planet6.png,194,289,6,240,493
14519,img/planet7.png,90,244,7,933,320
14519,img/planet8.png,44,412,8,44,412
14519,img/planet9.png,136,363,9,201,366
14519,img/planet10.png,686,375,10,957,6
14519,img/planet11.png,55,339,11,224,354
14519,img/planet12.png,372,431,12,333,78
14519,img/planet13.png,183,415,13,546,394
14519,img/planet14.png,441,434,14,415,560
14519,img/planet15.png,232,361,15,953,382
