subject_id,src,x,y,planet,x_init,y_init
14395,img/planet1.png,406,25,1,523,225
14395,img/planet2.png,156,335,2,10,206
14395,img/planet3.png,538,235,3,78,279
14395,img/planet4.png,873,284,4,921,258
14395,img/planet5.png,740,406,5,740,406
14395,img/planet6.png,928,80,6,10,335
14395,img/planet7.png,796,126,7,851,214
14395,img/planet8.png,242,215,8,404,254
14395,img/planet9.png,526,423,9,443,231
14395,img/planet10.png,773,544,10,867,546
14395,img/planet11.png,311,404,11,383,417
14395,img/planet12.png,86,130,12,66,13
14395,img/planet13.png,634,39,13,949,48
14395,img/planet14.png,193,539,14,343,361
14395,img/planet15.png,261,75,15,95,205
