subject_id,src,x,y,planet,x_init,y_init
14829,img/planet1.png,225,346,1,225,346
14829,img/planet2.png,633,192,2,633,192
14829,img/planet3.png,118,262,3,295,139
14829,img/planet4.png,301,350,4,551,472
14829,img/planet5.png,423,515,5,313,129
14829,img/planet6.png,405,118,6,405,118
14829,img/planet7.png,739,433,7,697,428
14829,img/planet8.png,824,426,8,824,426
14829,img/planet9.png,451,81,9,770,90
14829,img/planet10.png,455,336,10,455,336
14829,img/planet11.png,111,145,11,76,499
14829,img/planet12.png,174,114,12,174,114
14829,img/planet13.png,482,517,13,926,327
14829,img/planet14.png,541,294,14,449,295
14829,img/planet15.png,718,187,15,609,168
