subject_id,src,x,y,planet,x_init,y_init
14417,img/planet1.png,136,434,1,864,409
14417,img/planet2.png,105,176,2,106,233
14417,img/planet3.png,53,438,3,643,348
14417,img/planet4.png,45,16,4,285,93
14417,img/planet5.png,189,177,5,92,344
14417,img/planet6.png,299,26,6,801,396
14417,img/planet7.png,40,304,7,1010,541
14417,img/planet8.png,210,433,8,1008,471
14417,img/planet9.png,127,17,9,233,33
14417,img/planet10.png,205,532,10,442,27
14417,img/planet11.png,210,22,11,334,42
14417,img/planet12.png,119,530,12,713,98
14417,img/planet13.png,119,310,13,625,83
14417,img/planet14.png,37,529,14,588,482
14417,img/planet15.png,29,176,15,584,524
