subject_id,src,x,y,planet,x_init,y_init
14674,img/planet1.png,778,72,1,624,377
14674,img/planet2.png,317,507,2,319,436
14674,img/planet3.png,851,142,3,851,142
14674,img/planet4.png,913,347,4,1007,216
14674,img/planet5.png,429,554,5,784,513
14674,img/planet6.png,210,422,6,224,267
14674,img/planet7.png,915,251,7,1104,24
14674,img/planet8.png,739,192,8,1180,253
14674,img/planet9.png,421,311,9,276,233
14674,img/planet10.png,944,54,10,890,253
14674,img/planet11.png,424,431,11,464,398
14674,img/planet12.png,1027,299,12,1049,340
14674,img/planet13.png,326,381,13,114,484
14674,img/planet14.png,1044,138,14,1056,214
14674,img/planet15.png,661,100,15,357,461
