subject_id,src,x,y,planet,x_init,y_init
15137,img/planet1.png,404,448,1,1010,307
15137,img/planet2.png,930,217,2,954,153
15137,img/planet3.png,202,358,3,263,56
15137,img/planet4.png,390,134,4,531,185
15137,img/planet5.png,49,376,5,1078,366
15137,img/planet6.png,166,144,6,197,206
15137,img/planet7.png,51,132,7,236,4
15137,img/planet8.png,83,488,8,959,125
15137,img/planet9.png,195,490,9,399,129
15137,img/planet10.png,617,459,10,968,431
15137,img/planet11.png,289,146,11,319,291
15137,img/planet12.png,807,329,12,881,152
15137,img/planet13.png,505,449,13,265,449
15137,img/planet14.png,819,237,14,991,371
15137,img/planet15.png,910,331,15,1030,297
