subject_id,src,x,y,planet,x_init,y_init
15143,img/planet1.png,157,36,1,5,60
15143,img/planet2.png,131,77,2,131,150
15143,img/planet3.png,199,97,3,179,124
15143,img/planet4.png,566,94,4,187,272
15143,img/planet5.png,754,381,5,855,370
15143,img/planet6.png,574,484,6,880,181
15143,img/planet7.png,521,516,7,521,516
15143,img/planet8.png,792,383,8,858,483
15143,img/planet9.png,570,42,9,479,26
15143,img/planet10.png,464,485,10,125,466
15143,img/planet11.png,727,345,11,1020,125
15143,img/planet12.png,530,443,12,113,493
15143,img/planet13.png,665,63,13,623,16
15143,img/planet14.png,170,65,14,282,72
15143,img/planet15.png,633,111,15,931,44
