subject_id,src,x,y,planet,x_init,y_init
14477,img/planet1.png,454,25,1,960,142
14477,img/planet2.png,752,21,2,752,21
14477,img/planet3.png,140,53,3,690,165
14477,img/planet4.png,583,328,4,576,420
14477,img/planet5.png,89,386,5,17,157
14477,img/planet6.png,657,193,6,810,608
14477,img/planet7.png,548,437,7,654,549
14477,img/planet8.png,259,30,8,915,472
14477,img/planet9.png,553,190,9,803,591
14477,img/planet10.png,737,339,10,614,315
14477,img/planet11.png,455,337,11,246,250
14477,img/planet12.png,145,485,12,145,485
14477,img/planet13.png,699,466,13,729,588
14477,img/planet14.png,855,17,14,859,418
14477,img/planet15.png,348,93,15,616,42
