subject_id,src,x,y,planet,x_init,y_init
15536,img/planet1.png,899,511,1,677,324
15536,img/planet2.png,687,435,2,986,74
15536,img/planet3.png,312,263,3,403,28
15536,img/planet4.png,51,23,4,1085,249
15536,img/planet5.png,489,345,5,1268,370
15536,img/planet6.png,782,484,6,861,239
15536,img/planet7.png,97,99,7,607,36
15536,img/planet8.png,585,388,8,1221,249
15536,img/planet9.png,1332,643,9,1183,366
15536,img/planet10.png,1010,541,10,896,644
15536,img/planet11.png,1232,604,11,1270,552
15536,img/planet12.png,147,154,12,203,48
15536,img/planet13.png,225,219,13,749,44
15536,img/planet14.png,400,309,14,733,192
15536,img/planet15.png,1122,571,15,86,553
