subject_id,trial_type,trial_index,time_elapsed,block,rt,stimulus,planet,community,response,correct,key_press,learning_correct_response,parse,init_locations,final_locations,browser_interactions,num_comp,planet_map
14087,commdev-instructions,7,35515,NA,5233,"<p>In this game, you are a scientist on board a space shuttle. </p><p> On each mission, you will visit planets all across the universe.</p><img src=""img/controlroom.jpg"" width=300vw>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,"1,15,10,13,6,3,4,2,14,12,5,11,8,7,9"
14087,commdev-instructions,8,38840,NA,1249,"<p>Here are a few planets you might see:</p><img src=""img/practice1.png"" width=200vw><img src=""img/practice2.png"" width=200vw><img src=""img/practice3.png"" width=200vw>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,"1,15,10,13,6,3,4,2,14,12,5,11,8,7,9"
14087,commdev-instructions,9,49641,NA,3390,"<p>Your job as a scientist is to record which direction the winds are moving on each planet.</p><p>There are two types of wind directions:</p><img src=""img/practice1_left.png"" width=200vw><img src=""img/practice1_right.png"" width=200vw>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,"1,15,10,13,6,3,4,2,14,12,5,11,8,7,9"
14087,commdev-instructions,10,58510,NA,3977,"<p>If the winds are moving this way, press the letter <strong>F</strong> on the keyboard as fast as you can.</p><img src=""img/leftwind.png"" width=250vw>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,"1,15,10,13,6,3,4,2,14,12,5,11,8,7,9"
14087,commdev-instructions,11,66113,NA,3081,"<p>If the winds are moving this way, press the letter <strong>J</strong> on the keyboard as fast as you can.</p><img src=""img/rightwind.png"" width=350vw>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,"1,15,10,13,6,3,4,2,14,12,5,11,8,7,9"
14087,commdev-instructions,12,72599,NA,2057,<p>You will have 1 second to respond. Try to respond before the time runs out!,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,"1,15,10,13,6,3,4,2,14,12,5,11,8,7,9"
14087,commdev-instructions,13,81402,NA,3350,<p>The planets you will visit will look different from each other.</p><p>You should respond <strong>only</strong> based on wind direction.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,"1,15,10,13,6,3,4,2,14,12,5,11,8,7,9"
14087,commdev-instructions,14,87794,NA,1202,"<p> Ready to start the practice round? </p><p> Remember, press <strong>F</strong> or <strong>J</strong> depending on the wind direction.<br><img src=""img/categorize_planet_example.png""",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,"1,15,10,13,6,3,4,2,14,12,5,11,8,7,9"
14087,commdev-instructions,26,145537,NA,985,"<p>Great, now try a short practice mission. </p><p> This time, you will have 1 second to respond and you won't know whether you pressed the right or wrong key for each planet.</p>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,"1,15,10,13,6,3,4,2,14,12,5,11,8,7,9"
14087,commdev-image-keyboard-response,27,146912,practice,939,img/practice2_right.png,NA,Number not found in mappings,NA,TRUE,j,j,NA,NA,NA,NA,7,"1,15,10,13,6,3,4,2,14,12,5,11,8,7,9"
14087,commdev-image-keyboard-response,28,148267,practice,853,img/practice3_right.png,NA,Number not found in mappings,NA,TRUE,j,j,NA,NA,NA,NA,7,"1,15,10,13,6,3,4,2,14,12,5,11,8,7,9"
14087,commdev-image-keyboard-response,29,149526,practice,797,img/practice2_left.png,NA,Number not found in mappings,NA,TRUE,f,f,NA,NA,NA,NA,7,"1,15,10,13,6,3,4,2,14,12,5,11,8,7,9"
14087,commdev-image-keyboard-response,30,150782,practice,585,img/practice1_left.png,NA,Number not found in mappings,NA,TRUE,f,f,NA,NA,NA,NA,7,"1,15,10,13,6,3,4,2,14,12,5,11,8,7,9"
14087,commdev-image-keyboard-response,31,152038,practice,null,img/practice3_right.png,NA,Number not found in mappings,NA,FALSE,null,j,NA,NA,NA,NA,7,"1,15,10,13,6,3,4,2,14,12,5,11,8,7,9"
14087,commdev-image-keyboard-response,32,153299,practice,561,img/practice4_right.png,NA,Number not found in mappings,NA,TRUE,j,j,NA,NA,NA,NA,7,"1,15,10,13,6,3,4,2,14,12,5,11,8,7,9"
14087,commdev-image-keyboard-response,33,154557,practice,null,img/practice1_right.png,NA,Number not found in mappings,NA,FALSE,null,j,NA,NA,NA,NA,7,"1,15,10,13,6,3,4,2,14,12,5,11,8,7,9"
14087,commdev-image-keyboard-response,34,155818,practice,516,img/practice4_right.png,NA,Number not found in mappings,NA,TRUE,j,j,NA,NA,NA,NA,7,"1,15,10,13,6,3,4,2,14,12,5,11,8,7,9"
14087,commdev-instructions,35,166998,NA,1616,"<p>Great job with the practice round.</p><p>During real missions, you won't know whether you pressed the right or wrong key for each planet.</p><p>But between missions, we will tell you how you did overall.</p>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,"1,15,10,13,6,3,4,2,14,12,5,11,8,7,9"
14087,commdev-instructions,36,178269,NA,3018,<p>Try your best! You will be paid a bonus based on how many correct responses you make!</p><p>Responses that are too slow will not count toward your bonus.</p>,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,"1,15,10,13,6,3,4,2,14,12,5,11,8,7,9"
14087,commdev-instructions,37,186321,NA,1839,"<p>You are almost ready to start the real game.</p><p> First, we are going to ask you some questions about how the game works.</p>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,"1,15,10,13,6,3,4,2,14,12,5,11,8,7,9"
14087,commdev-instructions,46,279703,NA,1091,"<p> Nice work! It is now time to start the real game.<p></p>You will go on two missions to record wind directions of different planets.<p></p>Each one will take about 5 minutes. You will get to take a break between missions.<p><p> Remember, press <strong>F</strong> or <strong>J</strong> depending on the wind direction. Good luck!<br><img src=""img/categorize_planet_example.png""",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,"1,15,10,13,6,3,4,2,14,12,5,11,8,7,9"
14087,commdev-image-keyboard-response,48,282511,learnblock1,1093,img/planet9_left.png,9,Community 3,NA,TRUE,f,f,NA,NA,NA,NA,7,"1,15,10,13,6,3,4,2,14,12,5,11,8,7,9"
14087,commdev-image-keyboard-response,49,283770,learnblock1,866,img/planet11_left.png,11,Community 3,NA,TRUE,f,f,NA,NA,NA,NA,7,"1,15,10,13,6,3,4,2,14,12,5,11,8,7,9"
14087,commdev-image-keyboard-response,50,285030,learnblock1,855,img/planet7_left.png,7,Community 3,NA,TRUE,f,f,NA,NA,NA,NA,7,"1,15,10,13,6,3,4,2,14,12,5,11,8,7,9"
14087,commdev-image-keyboard-response,51,286287,learnblock1,871,img/planet11_right.png,11,Community 3,NA,TRUE,j,j,NA,NA,NA,NA,7,"1,15,10,13,6,3,4,2,14,12,5,11,8,7,9"
14087,commdev-image-keyboard-response,52,287548,learnblock1,895,img/planet8_right.png,8,Community 3,NA,TRUE,j,j,NA,NA,NA,NA,7,"1,15,10,13,6,3,4,2,14,12,5,11,8,7,9"
14087,commdev-image-keyboard-response,53,288810,learnblock1,824,img/planet11_left.png,11,Community 3,NA,TRUE,f,f,NA,NA,NA,NA,7,"1,15,10,13,6,3,4,2,14,12,5,11,8,7,9"
14087,commdev-image-keyboard-response,54,290070,learnblock1,720,img/planet7_left.png,7,Community 3,NA,TRUE,f,f,NA,NA,NA,NA,7,"1,15,10,13,6,3,4,2,14,12,5,11,8,7,9"
14087,commdev-image-keyboard-response,55,291331,learnblock1,713,img/planet11_right.png,11,Community 3,NA,TRUE,j,j,NA,NA,NA,NA,7,"1,15,10,13,6,3,4,2,14,12,5,11,8,7,9"
14087,commdev-image-keyboard-response,56,292590,learnblock1,811,img/planet8_left.png,8,Community 3,NA,TRUE,f,f,NA,NA,NA,NA,7,"1,15,10,13,6,3,4,2,14,12,5,11,8,7,9"
14087,commdev-image-keyboard-response,57,293854,learnblock1,979,img/planet7_right.png,7,Community 3,NA,TRUE,j,j,NA,NA,NA,NA,7,"1,15,10,13,6,3,4,2,14,12,5,11,8,7,9"
14087,commdev-image-keyboard-response,58,295111,learnblock1,767,img/planet5_right.png,5,Community 3,NA,TRUE,j,j,NA,NA,NA,NA,7,"1,15,10,13,6,3,4,2,14,12,5,11,8,7,9"
14087,commdev-image-keyboard-response,59,296371,learnblock1,866,img/planet6_left.png,6,Community 1,NA,TRUE,f,f,NA,NA,NA,NA,7,"1,15,10,13,6,3,4,2,14,12,5,11,8,7,9"
14087,commdev-image-keyboard-response,60,297636,learnblock1,728,img/planet10_right.png,10,Community 1,NA,TRUE,j,j,NA,NA,NA,NA,7,"1,15,10,13,6,3,4,2,14,12,5,11,8,7,9"
14087,commdev-image-keyboard-response,61,298897,learnblock1,868,img/planet13_right.png,13,Community 1,NA,TRUE,j,j,NA,NA,NA,NA,7,"1,15,10,13,6,3,4,2,14,12,5,11,8,7,9"
14087,commdev-image-keyboard-response,62,300157,learnblock1,822,img/planet3_left.png,3,Community 2,NA,TRUE,f,f,NA,NA,NA,NA,7,"1,15,10,13,6,3,4,2,14,12,5,11,8,7,9"
14087,commdev-image-keyboard-response,63,301417,learnblock1,727,img/planet13_left.png,13,Community 1,NA,TRUE,f,f,NA,NA,NA,NA,7,"1,15,10,13,6,3,4,2,14,12,5,11,8,7,9"
14087,commdev-image-keyboard-response,64,302677,learnblock1,726,img/planet3_right.png,3,Community 2,NA,TRUE,j,j,NA,NA,NA,NA,7,"1,15,10,13,6,3,4,2,14,12,5,11,8,7,9"
14087,commdev-image-keyboard-response,65,303940,learnblock1,737,img/planet4_right.png,4,Community 2,NA,TRUE,j,j,NA,NA,NA,NA,7,"1,15,10,13,6,3,4,2,14,12,5,11,8,7,9"
14087,commdev-image-keyboard-response,66,305197,learnblock1,706,img/planet12_right.png,12,Community 2,NA,TRUE,j,j,NA,NA,NA,NA,7,"1,15,10,13,6,3,4,2,14,12,5,11,8,7,9"
14087,commdev-image-keyboard-response,67,306458,learnblock1,862,img/planet2_left.png,2,Community 2,NA,TRUE,f,f,NA,NA,NA,NA,7,"1,15,10,13,6,3,4,2,14,12,5,11,8,7,9"
14087,commdev-image-keyboard-response,68,307719,learnblock1,677,img/planet12_right.png,12,Community 2,NA,TRUE,j,j,NA,NA,NA,NA,7,"1,15,10,13,6,3,4,2,14,12,5,11,8,7,9"
14087,commdev-image-keyboard-response,69,308979,learnblock1,992,img/planet2_left.png,2,Community 2,NA,TRUE,f,f,NA,NA,NA,NA,7,"1,15,10,13,6,3,4,2,14,12,5,11,8,7,9"
14087,commdev-image-keyboard-response,70,310237,learnblock1,930,img/planet12_left.png,12,Community 2,NA,TRUE,f,f,NA,NA,NA,NA,7,"1,15,10,13,6,3,4,2,14,12,5,11,8,7,9"
14087,commdev-image-keyboard-response,71,311498,learnblock1,889,img/planet14_right.png,14,Community 2,NA,TRUE,j,j,NA,NA,NA,NA,7,"1,15,10,13,6,3,4,2,14,12,5,11,8,7,9"
14087,commdev-image-keyboard-response,72,312761,learnblock1,861,img/planet2_left.png,2,Community 2,NA,TRUE,f,f,NA,NA,NA,NA,7,"1,15,10,13,6,3,4,2,14,12,5,11,8,7,9"
14087,commdev-image-keyboard-response,73,314020,learnblock1,824,img/planet14_left.png,14,Community 2,NA,TRUE,f,f,NA,NA,NA,NA,7,"1,15,10,13,6,3,4,2,14,12,5,11,8,7,9"
14087,commdev-image-keyboard-response,74,315283,learnblock1,554,img/planet4_right.png,4,Community 2,NA,TRUE,j,j,NA,NA,NA,NA,7,"1,15,10,13,6,3,4,2,14,12,5,11,8,7,9"
14087,commdev-image-keyboard-response,75,316545,learnblock1,761,img/planet14_right.png,14,Community 2,NA,TRUE,j,j,NA,NA,NA,NA,7,"1,15,10,13,6,3,4,2,14,12,5,11,8,7,9"
14087,commdev-image-keyboard-response,76,317808,learnblock1,918,img/planet12_right.png,12,Community 2,NA,TRUE,j,j,NA,NA,NA,NA,7,"1,15,10,13,6,3,4,2,14,12,5,11,8,7,9"
14087,commdev-image-keyboard-response,77,319070,learnblock1,789,img/planet4_right.png,4,Community 2,NA,TRUE,j,j,NA,NA,NA,NA,7,"1,15,10,13,6,3,4,2,14,12,5,11,8,7,9"
14087,commdev-image-keyboard-response,78,320330,learnblock1,714,img/planet2_left.png,2,Community 2,NA,TRUE,f,f,NA,NA,NA,NA,7,"1,15,10,13,6,3,4,2,14,12,5,11,8,7,9"
14087,commdev-image-keyboard-response,79,321589,learnblock1,802,img/planet4_right.png,4,Community 2,NA,TRUE,j,j,NA,NA,NA,NA,7,"1,15,10,13,6,3,4,2,14,12,5,11,8,7,9"
14087,commdev-image-keyboard-response,80,322846,learnblock1,643,img/planet12_left.png,12,Community 2,NA,TRUE,f,f,NA,NA,NA,NA,7,"1,15,10,13,6,3,4,2,14,12,5,11,8,7,9"
14087,commdev-image-keyboard-response,81,324124,learnblock1,782,img/planet14_right.png,14,Community 2,NA,TRUE,j,j,NA,NA,NA,NA,7,"1,15,10,13,6,3,4,2,14,12,5,11,8,7,9"
14087,commdev-image-keyboard-response,82,325383,learnblock1,641,img/planet3_left.png,3,Community 2,NA,TRUE,f,f,NA,NA,NA,NA,7,"1,15,10,13,6,3,4,2,14,12,5,11,8,7,9"
14087,commdev-image-keyboard-response,83,326643,learnblock1,650,img/planet13_left.png,13,Community 1,NA,TRUE,f,f,NA,NA,NA,NA,7,"1,15,10,13,6,3,4,2,14,12,5,11,8,7,9"
14087,commdev-image-keyboard-response,84,327906,learnblock1,762,img/planet3_right.png,3,Community 2,NA,TRUE,j,j,NA,NA,NA,NA,7,"1,15,10,13,6,3,4,2,14,12,5,11,8,7,9"
14087,commdev-image-keyboard-response,85,329165,learnblock1,817,img/planet12_right.png,12,Community 2,NA,TRUE,j,j,NA,NA,NA,NA,7,"1,15,10,13,6,3,4,2,14,12,5,11,8,7,9"
14087,commdev-image-keyboard-response,86,330424,learnblock1,669,img/planet14_left.png,14,Community 2,NA,TRUE,f,f,NA,NA,NA,NA,7,"1,15,10,13,6,3,4,2,14,12,5,11,8,7,9"
14087,commdev-image-keyboard-response,87,331687,learnblock1,617,img/planet12_right.png,12,Community 2,NA,TRUE,j,j,NA,NA,NA,NA,7,"1,15,10,13,6,3,4,2,14,12,5,11,8,7,9"
14087,commdev-image-keyboard-response,88,333054,learnblock1,618,img/planet4_left.png,4,Community 2,NA,TRUE,f,f,NA,NA,NA,NA,7,"1,15,10,13,6,3,4,2,14,12,5,11,8,7,9"
