subject_id,src,x,y,planet,x_init,y_init
14223,img/planet1.png,660,61,1,698,114
14223,img/planet2.png,500,330,2,580,308
14223,img/planet3.png,932,192,3,166,460
14223,img/planet4.png,37,246,4,131,225
14223,img/planet5.png,422,240,5,912,337
14223,img/planet6.png,84,48,6,103,15
14223,img/planet7.png,255,311,7,488,150
14223,img/planet8.png,824,331,8,148,370
14223,img/planet9.png,228,135,9,7,61
14223,img/planet10.png,389,421,10,212,312
14223,img/planet11.png,454,112,11,678,25
14223,img/planet12.png,623,447,12,69,146
14223,img/planet13.png,94,380,13,469,365
14223,img/planet14.png,667,256,14,43,181
14223,img/planet15.png,858,69,15,699,70
