subject_id,src,x,y,planet,x_init,y_init
14701,img/planet1.png,824,26,1,1014,207
14701,img/planet2.png,966,367,2,837,400
14701,img/planet3.png,178,105,3,178,105
14701,img/planet4.png,906,81,4,65,261
14701,img/planet5.png,474,540,5,474,540
14701,img/planet6.png,974,45,6,1036,501
14701,img/planet7.png,566,522,7,1100,206
14701,img/planet8.png,454,10,8,454,10
14701,img/planet9.png,297,63,9,647,359
14701,img/planet10.png,956,273,10,723,263
14701,img/planet11.png,900,15,11,900,15
14701,img/planet12.png,867,245,12,744,511
14701,img/planet13.png,769,303,13,58,245
14701,img/planet14.png,871,335,14,106,170
14701,img/planet15.png,393,51,15,1055,507
