subject_id,src,x,y,planet,x_init,y_init
14981,img/planet1.png,921,444,1,843,52
14981,img/planet2.png,203,427,2,684,392
14981,img/planet3.png,547,82,3,707,346
14981,img/planet4.png,663,203,4,768,153
14981,img/planet5.png,88,78,5,447,37
14981,img/planet6.png,816,112,6,316,128
14981,img/planet7.png,308,209,7,698,386
14981,img/planet8.png,845,27,8,1031,19
14981,img/planet9.png,686,292,9,182,292
14981,img/planet10.png,207,208,10,7,574
14981,img/planet11.png,769,37,11,769,37
14981,img/planet12.png,157,514,12,162,279
14981,img/planet13.png,981,393,13,969,76
14981,img/planet14.png,112,187,14,451,475
14981,img/planet15.png,179,88,15,423,533
