subject_id,src,x,y,planet,x_init,y_init
14984,img/planet1.png,1065,85,1,778,280
14984,img/planet2.png,227,478,2,398,429
14984,img/planet3.png,576,253,3,504,204
14984,img/planet4.png,802,253,4,939,165
14984,img/planet5.png,1202,530,5,1251,314
14984,img/planet6.png,1095,518,6,998,507
14984,img/planet7.png,688,175,7,100,40
14984,img/planet8.png,987,569,8,915,533
14984,img/planet9.png,289,92,9,637,269
14984,img/planet10.png,800,365,10,1092,369
14984,img/planet11.png,697,299,11,1138,177
14984,img/planet12.png,367,519,12,807,152
14984,img/planet13.png,167,113,13,620,296
14984,img/planet14.png,1153,83,14,965,258
14984,img/planet15.png,318,406,15,758,293
