subject_id,src,x,y,planet,x_init,y_init
14718,img/planet1.png,86,457,1,27,478
14718,img/planet2.png,143,513,2,94,405
14718,img/planet3.png,772,211,3,772,211
14718,img/planet4.png,821,410,4,821,410
14718,img/planet5.png,572,383,5,673,503
14718,img/planet6.png,409,146,6,409,146
14718,img/planet7.png,376,218,7,376,218
14718,img/planet8.png,20,295,8,20,295
14718,img/planet9.png,914,101,9,748,140
14718,img/planet10.png,77,228,10,327,79
14718,img/planet11.png,986,161,11,986,161
14718,img/planet12.png,517,232,12,517,232
14718,img/planet13.png,902,455,13,382,475
14718,img/planet14.png,329,146,14,328,362
14718,img/planet15.png,483,322,15,735,543
