subject_id,src,x,y,planet,x_init,y_init
15454,img/planet1.png,377,526,1,473,517
15454,img/planet2.png,92,531,2,584,230
15454,img/planet3.png,283,530,3,745,587
15454,img/planet4.png,631,197,4,829,262
15454,img/planet5.png,882,202,5,1042,245
15454,img/planet6.png,338,201,6,128,247
15454,img/planet7.png,478,521,7,596,517
15454,img/planet8.png,982,199,8,381,524
15454,img/planet9.png,253,203,9,107,13
15454,img/planet10.png,178,534,10,440,415
15454,img/planet11.png,438,209,11,285,349
15454,img/planet12.png,546,196,12,724,166
15454,img/planet13.png,580,523,13,741,363
15454,img/planet14.png,712,196,14,527,108
15454,img/planet15.png,800,196,15,1052,138
