subject_id,src,x,y,planet,x_init,y_init
15561,img/planet1.png,571,78,1,873,55
15561,img/planet2.png,1131,132,2,749,497
15561,img/planet3.png,457,39,3,457,39
15561,img/planet4.png,724,174,4,724,174
15561,img/planet5.png,79,437,5,79,437
15561,img/planet6.png,442,395,6,981,582
15561,img/planet7.png,654,345,7,654,345
15561,img/planet8.png,1078,41,8,681,253
15561,img/planet9.png,288,340,9,1170,494
15561,img/planet10.png,1144,265,10,614,535
15561,img/planet11.png,547,254,11,623,525
15561,img/planet12.png,292,574,12,636,548
15561,img/planet13.png,409,173,13,656,173
15561,img/planet14.png,1006,128,14,20,643
15561,img/planet15.png,211,207,15,63,382
