subject_id,src,x,y,planet,x_init,y_init
14398,img/planet1.png,292,260,1,861,274
14398,img/planet2.png,363,273,2,304,65
14398,img/planet3.png,201,263,3,172,187
14398,img/planet4.png,864,270,4,562,244
14398,img/planet5.png,578,276,5,105,303
14398,img/planet6.png,938,273,6,823,213
14398,img/planet7.png,520,269,7,1007,155
14398,img/planet8.png,31,262,8,640,328
14398,img/planet9.png,786,275,9,181,313
14398,img/planet10.png,649,276,10,762,379
14398,img/planet11.png,1011,274,11,439,39
14398,img/planet12.png,439,262,12,800,104
14398,img/planet13.png,1073,269,13,915,336
14398,img/planet14.png,721,278,14,14,509
14398,img/planet15.png,126,259,15,614,246
