subject_id,src,x,y,planet,x_init,y_init
14968,img/planet1.png,878,348,1,790,52
14968,img/planet2.png,1156,243,2,1069,608
14968,img/planet3.png,765,360,3,1257,117
14968,img/planet4.png,969,215,4,969,215
14968,img/planet5.png,441,224,5,113,187
14968,img/planet6.png,509,438,6,449,544
14968,img/planet7.png,193,329,7,783,538
14968,img/planet8.png,1088,363,8,289,392
14968,img/planet9.png,839,531,9,839,531
14968,img/planet10.png,983,292,10,983,292
14968,img/planet11.png,235,468,11,235,468
14968,img/planet12.png,316,216,12,589,228
14968,img/planet13.png,794,173,13,199,569
14968,img/planet14.png,430,309,14,890,49
14968,img/planet15.png,608,319,15,1304,285
