subject_id,src,x,y,planet,x_init,y_init
14481,img/planet1.png,909,255,1,718,221
14481,img/planet2.png,478,255,2,100,524
14481,img/planet3.png,267,255,3,569,235
14481,img/planet4.png,683,259,4,661,322
14481,img/planet5.png,110,259,5,674,61
14481,img/planet6.png,345,260,6,393,244
14481,img/planet7.png,610,260,7,466,228
14481,img/planet8.png,832,257,8,685,418
14481,img/planet9.png,454,202,9,449,373
14481,img/planet10.png,537,253,10,789,333
14481,img/planet11.png,755,261,11,873,469
14481,img/planet12.png,29,260,12,65,214
14481,img/planet13.png,192,259,13,462,460
14481,img/planet14.png,989,252,14,621,195
14481,img/planet15.png,411,240,15,773,397
