subject_id,src,x,y,planet,x_init,y_init
14619,img/planet1.png,601,79,1,508,40
14619,img/planet2.png,94,203,2,34,218
14619,img/planet3.png,307,59,3,307,59
14619,img/planet4.png,455,497,4,1050,147
14619,img/planet5.png,427,82,5,613,216
14619,img/planet6.png,688,373,6,805,379
14619,img/planet7.png,1034,144,7,972,499
14619,img/planet8.png,463,331,8,823,251
14619,img/planet9.png,331,537,9,1007,46
14619,img/planet10.png,63,106,10,359,152
14619,img/planet11.png,63,422,11,183,444
14619,img/planet12.png,159,523,12,498,517
14619,img/planet13.png,130,8,13,163,414
14619,img/planet14.png,60,317,14,384,318
14619,img/planet15.png,955,327,15,651,494
