subject_id,src,x,y,planet,x_init,y_init
15560,img/planet1.png,388,192,1,383,130
15560,img/planet2.png,599,412,2,565,470
15560,img/planet3.png,549,190,3,559,53
15560,img/planet4.png,468,304,4,19,302
15560,img/planet5.png,304,232,5,25,205
15560,img/planet6.png,736,187,6,740,274
15560,img/planet7.png,897,103,7,1040,226
15560,img/planet8.png,737,391,8,624,315
15560,img/planet9.png,777,294,9,151,89
15560,img/planet10.png,798,98,10,609,52
15560,img/planet11.png,281,344,11,97,334
15560,img/planet12.png,909,197,12,949,433
15560,img/planet13.png,476,125,13,939,523
15560,img/planet14.png,649,315,14,785,318
15560,img/planet15.png,414,429,15,445,530
