subject_id,src,x,y,planet,x_init,y_init
14612,img/planet1.png,403,331,1,534,31
14612,img/planet2.png,579,76,2,46,69
14612,img/planet3.png,607,246,3,310,361
14612,img/planet4.png,765,139,4,317,451
14612,img/planet5.png,362,297,5,329,277
14612,img/planet6.png,727,128,6,923,245
14612,img/planet7.png,571,19,7,313,277
14612,img/planet8.png,623,277,8,310,372
14612,img/planet9.png,851,87,9,531,175
14612,img/planet10.png,671,145,10,585,111
14612,img/planet11.png,679,62,11,679,62
14612,img/planet12.png,754,49,12,790,14
14612,img/planet13.png,618,92,13,325,9
14612,img/planet14.png,549,259,14,430,173
14612,img/planet15.png,684,235,15,628,425
