subject_id,src,x,y,planet,x_init,y_init
14245,img/planet1.png,923,322,1,337,456
14245,img/planet2.png,319,114,2,353,148
14245,img/planet3.png,210,328,3,531,405
14245,img/planet4.png,46,289,4,46,289
14245,img/planet5.png,198,458,5,198,458
14245,img/planet6.png,885,67,6,963,205
14245,img/planet7.png,650,366,7,650,366
14245,img/planet8.png,805,44,8,892,89
14245,img/planet9.png,67,218,9,67,218
14245,img/planet10.png,571,321,10,209,55
14245,img/planet11.png,10,-12,11,179,74
14245,img/planet12.png,362,185,12,281,31
14245,img/planet13.png,831,413,13,831,413
14245,img/planet14.png,659,230,14,659,230
14245,img/planet15.png,553,45,15,441,14
