subject_id,src,x,y,planet,x_init,y_init
14090,img/planet1.png,327,611,1,9,176
14090,img/planet2.png,160,522,2,58,200
14090,img/planet3.png,435,385,3,1220,165
14090,img/planet4.png,209,26,4,134,117
14090,img/planet5.png,32,598,5,59,269
14090,img/planet6.png,59,176,6,392,157
14090,img/planet7.png,283,154,7,33,616
14090,img/planet8.png,354,536,8,992,275
14090,img/planet9.png,269,289,9,754,49
14090,img/planet10.png,218,240,10,880,573
14090,img/planet11.png,101,32,11,917,194
14090,img/planet12.png,983,327,12,938,517
14090,img/planet13.png,370,20,13,1174,521
14090,img/planet14.png,1069,436,14,1019,483
14090,img/planet15.png,418,437,15,305,424
