subject_id,src,x,y,planet,x_init,y_init
14214,img/planet1.png,589,153,1,541,68
14214,img/planet2.png,919,353,2,237,531
14214,img/planet3.png,833,164,3,170,329
14214,img/planet4.png,606,337,4,1008,552
14214,img/planet5.png,1119,245,5,1159,523
14214,img/planet6.png,673,439,6,673,439
14214,img/planet7.png,445,210,7,213,519
14214,img/planet8.png,942,156,8,812,551
14214,img/planet9.png,755,1,9,659,647
14214,img/planet10.png,1078,612,10,63,423
14214,img/planet11.png,782,317,11,1201,624
14214,img/planet12.png,952,563,12,1065,562
14214,img/planet13.png,1060,125,13,25,211
14214,img/planet14.png,1110,401,14,1171,555
14214,img/planet15.png,781,554,15,522,24
