subject_id,src,x,y,planet,x_init,y_init
15034,img/planet1.png,263,134,1,774,93
15034,img/planet2.png,129,168,2,443,68
15034,img/planet3.png,436,455,3,580,422
15034,img/planet4.png,650,100,4,794,26
15034,img/planet5.png,194,221,5,140,193
15034,img/planet6.png,570,122,6,739,194
15034,img/planet7.png,487,377,7,471,432
15034,img/planet8.png,403,364,8,590,349
15034,img/planet9.png,627,36,9,729,74
15034,img/planet10.png,538,48,10,596,333
15034,img/planet11.png,463,103,11,464,105
15034,img/planet12.png,304,357,12,173,167
15034,img/planet13.png,86,109,13,73,152
15034,img/planet14.png,175,107,14,373,46
15034,img/planet15.png,347,438,15,213,212
