subject_id,src,x,y,planet,x_init,y_init
14825,img/planet1.png,710,8,1,710,8
14825,img/planet2.png,897,343,2,897,343
14825,img/planet3.png,264,21,3,264,21
14825,img/planet4.png,244,403,4,244,403
14825,img/planet5.png,583,248,5,583,248
14825,img/planet6.png,122,435,6,122,435
14825,img/planet7.png,742,371,7,742,371
14825,img/planet8.png,18,431,8,18,431
14825,img/planet9.png,113,381,9,113,381
14825,img/planet10.png,43,253,10,43,253
14825,img/planet11.png,13,164,11,13,164
14825,img/planet12.png,92,165,12,92,165
14825,img/planet13.png,330,147,13,330,147
14825,img/planet14.png,703,453,14,703,453
14825,img/planet15.png,513,333,15,513,333
