subject_id,src,x,y,planet,x_init,y_init
15011,img/planet1.png,869,329,1,661,107
15011,img/planet2.png,848,114,2,738,149
15011,img/planet3.png,746,47,3,344,142
15011,img/planet4.png,506,51,4,612,143
15011,img/planet5.png,36,47,5,279,402
15011,img/planet6.png,353,53,6,46,312
15011,img/planet7.png,580,49,7,334,332
15011,img/planet8.png,120,46,8,156,153
15011,img/planet9.png,825,48,9,187,284
15011,img/planet10.png,866,182,10,467,98
15011,img/planet11.png,277,55,11,867,187
15011,img/planet12.png,668,47,12,208,203
15011,img/planet13.png,429,40,13,343,41
15011,img/planet14.png,867,252,14,314,356
15011,img/planet15.png,197,51,15,243,192
