subject_id,src,x,y,planet,x_init,y_init
14676,img/planet1.png,628,34,1,86,68
14676,img/planet2.png,761,297,2,898,9
14676,img/planet3.png,81,184,3,353,275
14676,img/planet4.png,512,180,4,512,180
14676,img/planet5.png,98,200,5,184,144
14676,img/planet6.png,363,78,6,596,271
14676,img/planet7.png,488,155,7,482,154
14676,img/planet8.png,715,320,8,732,63
14676,img/planet9.png,460,300,9,68,9
14676,img/planet10.png,262,378,10,262,378
14676,img/planet11.png,264,333,11,264,333
14676,img/planet12.png,783,256,12,783,256
14676,img/planet13.png,667,41,13,667,41
14676,img/planet14.png,73,191,14,476,202
14676,img/planet15.png,666,68,15,454,427
