subject_id,src,x,y,planet,x_init,y_init
14930,img/planet1.png,163,451,1,121,448
14930,img/planet2.png,765,67,2,499,194
14930,img/planet3.png,862,111,3,862,111
14930,img/planet4.png,916,497,4,916,497
14930,img/planet5.png,575,371,5,1161,537
14930,img/planet6.png,248,518,6,248,518
14930,img/planet7.png,212,497,7,212,497
14930,img/planet8.png,587,411,8,605,513
14930,img/planet9.png,1318,53,9,1239,12
14930,img/planet10.png,793,138,10,794,219
14930,img/planet11.png,1337,142,11,1310,211
14930,img/planet12.png,521,375,12,521,375
14930,img/planet13.png,999,430,13,1007,364
14930,img/planet14.png,1354,67,14,1354,67
14930,img/planet15.png,906,546,15,866,446
