subject_id,src,x,y,planet,x_init,y_init
14394,img/planet1.png,884,198,1,762,104
14394,img/planet2.png,567,223,2,454,268
14394,img/planet3.png,322,313,3,299,247
14394,img/planet4.png,435,292,4,589,347
14394,img/planet5.png,508,224,5,224,154
14394,img/planet6.png,545,296,6,539,385
14394,img/planet7.png,787,297,7,886,224
14394,img/planet8.png,650,290,8,713,235
14394,img/planet9.png,184,294,9,60,286
14394,img/planet10.png,818,205,10,609,82
14394,img/planet11.png,352,234,11,104,273
14394,img/planet12.png,899,288,12,706,297
14394,img/planet13.png,739,206,13,520,18
14394,img/planet14.png,641,212,14,244,89
14394,img/planet15.png,418,225,15,141,287
