subject_id,src,x,y,planet,x_init,y_init
14817,img/planet1.png,836,272,1,308,348
14817,img/planet2.png,628,80,2,891,0
14817,img/planet3.png,241,98,3,834,202
14817,img/planet4.png,119,338,4,31,460
14817,img/planet5.png,920,330,5,355,30
14817,img/planet6.png,757,212,6,798,112
14817,img/planet7.png,495,166,7,554,230
14817,img/planet8.png,499,368,8,462,430
14817,img/planet9.png,729,335,9,164,313
14817,img/planet10.png,625,350,10,506,385
14817,img/planet11.png,629,170,11,14,215
14817,img/planet12.png,289,299,12,64,352
14817,img/planet13.png,375,140,13,351,261
14817,img/planet14.png,387,335,14,338,204
14817,img/planet15.png,95,83,15,44,132
