subject_id,src,x,y,planet,x_init,y_init
14985,img/planet1.png,472,221,1,860,391
14985,img/planet2.png,745,212,2,720,304
14985,img/planet3.png,21,202,3,248,400
14985,img/planet4.png,250,212,4,708,366
14985,img/planet5.png,606,218,5,7,370
14985,img/planet6.png,291,221,6,226,53
14985,img/planet7.png,812,211,7,186,391
14985,img/planet8.png,674,213,8,2,346
14985,img/planet9.png,211,202,9,174,0
14985,img/planet10.png,153,201,10,318,110
14985,img/planet11.png,348,226,11,416,81
14985,img/planet12.png,403,224,12,760,325
14985,img/planet13.png,883,208,13,429,97
14985,img/planet14.png,88,203,14,388,144
14985,img/planet15.png,536,219,15,299,336
