subject_id,src,x,y,planet,x_init,y_init
14397,img/planet1.png,139,450,1,106,461
14397,img/planet2.png,247,420,2,304,83
14397,img/planet3.png,688,146,3,688,146
14397,img/planet4.png,827,222,4,806,433
14397,img/planet5.png,151,131,5,151,131
14397,img/planet6.png,55,123,6,140,115
14397,img/planet7.png,717,349,7,730,452
14397,img/planet8.png,187,209,8,162,145
14397,img/planet9.png,116,349,9,204,383
14397,img/planet10.png,219,318,10,245,336
14397,img/planet11.png,750,74,11,740,136
14397,img/planet12.png,104,236,12,104,236
14397,img/planet13.png,865,98,13,887,219
14397,img/planet14.png,808,359,14,795,222
14397,img/planet15.png,640,247,15,640,247
