subject_id,src,x,y,planet,x_init,y_init
14085,img/planet1.png,720,327,1,720,327
14085,img/planet2.png,1199,260,2,991,483
14085,img/planet3.png,155,489,3,118,633
14085,img/planet4.png,963,518,4,190,177
14085,img/planet5.png,887,176,5,847,257
14085,img/planet6.png,843,532,6,127,217
14085,img/planet7.png,616,56,7,616,56
14085,img/planet8.png,1240,169,8,1217,112
14085,img/planet9.png,484,178,9,484,178
14085,img/planet10.png,330,507,10,171,557
14085,img/planet11.png,735,523,11,1287,425
14085,img/planet12.png,893,271,12,912,437
14085,img/planet13.png,595,336,13,152,222
14085,img/planet14.png,1133,143,14,720,593
14085,img/planet15.png,495,87,15,495,87
