subject_id,src,x,y,planet,x_init,y_init
14155,img/planet1.png,53,327,1,156,408
14155,img/planet2.png,161,263,2,158,427
14155,img/planet3.png,437,288,3,805,138
14155,img/planet4.png,331,331,4,183,347
14155,img/planet5.png,49,56,5,167,65
14155,img/planet6.png,356,229,6,119,119
14155,img/planet7.png,161,46,7,113,29
14155,img/planet8.png,551,142,8,547,167
14155,img/planet9.png,374,116,9,367,123
14155,img/planet10.png,242,354,10,520,401
14155,img/planet11.png,623,243,11,668,106
14155,img/planet12.png,62,186,12,123,175
14155,img/planet13.png,251,165,13,116,139
14155,img/planet14.png,457,33,14,851,121
14155,img/planet15.png,283,48,15,494,415
