subject_id,src,x,y,planet,x_init,y_init
14818,img/planet1.png,807,102,1,436,306
14818,img/planet2.png,241,110,2,255,410
14818,img/planet3.png,919,306,3,446,175
14818,img/planet4.png,834,507,4,960,75
14818,img/planet5.png,609,39,5,870,364
14818,img/planet6.png,335,124,6,247,427
14818,img/planet7.png,672,120,7,841,24
14818,img/planet8.png,710,23,8,768,51
14818,img/planet9.png,285,198,9,370,320
14818,img/planet10.png,201,220,10,185,319
14818,img/planet11.png,1013,383,11,704,41
14818,img/planet12.png,1001,482,12,1001,482
14818,img/planet13.png,309,29,13,658,247
14818,img/planet14.png,903,419,14,964,236
14818,img/planet15.png,572,131,15,195,275
