subject_id,trial_type,trial_index,time_elapsed,block,rt,stimulus,planet,community,response,correct,key_press,learning_correct_response,parse,init_locations,final_locations,browser_interactions,num_comp,planet_map
15036,commdev-instructions,7,104098,NA,3383.4000000003725,"<p>In this game, you are a scientist on board a space shuttle. </p><p> On each mission, you will visit planets all across the universe.</p><img src=""img/controlroom.jpg"" width=300vw>",NA,NA,NA,NA,NA,NA,NA,NA,NA,5,7,"9,8,2,13,7,4,10,12,3,14,1,6,11,15,5"
15036,commdev-instructions,8,109479,NA,3303.9000000003725,"<p>Here are a few planets you might see:</p><img src=""img/practice1.png"" width=200vw><img src=""img/practice2.png"" width=200vw><img src=""img/practice3.png"" width=200vw>",NA,NA,NA,NA,NA,NA,NA,NA,NA,5,7,"9,8,2,13,7,4,10,12,3,14,1,6,11,15,5"
15036,commdev-instructions,9,117765,NA,888.8000000007451,"<p>Your job as a scientist is to record which direction the winds are moving on each planet.</p><p>There are two types of wind directions:</p><img src=""img/practice1_left.png"" width=200vw><img src=""img/practice1_right.png"" width=200vw>",NA,NA,NA,NA,NA,NA,NA,NA,NA,5,7,"9,8,2,13,7,4,10,12,3,14,1,6,11,15,5"
15036,commdev-instructions,10,124834,NA,2188.800000000745,"<p>If the winds are moving this way, press the letter <strong>F</strong> on the keyboard as fast as you can.</p><img src=""img/leftwind.png"" width=250vw>",NA,NA,NA,NA,NA,NA,NA,NA,NA,5,7,"9,8,2,13,7,4,10,12,3,14,1,6,11,15,5"
15036,commdev-instructions,11,131011,NA,1687.0999999996275,"<p>If the winds are moving this way, press the letter <strong>J</strong> on the keyboard as fast as you can.</p><img src=""img/rightwind.png"" width=350vw>",NA,NA,NA,NA,NA,NA,NA,NA,NA,5,7,"9,8,2,13,7,4,10,12,3,14,1,6,11,15,5"
15036,commdev-instructions,12,151885,NA,16460.400000000373,<p>You will have 1 second to respond. Try to respond before the time runs out!,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,7,"9,8,2,13,7,4,10,12,3,14,1,6,11,15,5"
15036,commdev-instructions,13,157901,NA,589,<p>The planets you will visit will look different from each other.</p><p>You should respond <strong>only</strong> based on wind direction.,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,7,"9,8,2,13,7,4,10,12,3,14,1,6,11,15,5"
15036,commdev-instructions,14,164653,NA,1590.2000000011176,"<p> Ready to start the practice round? </p><p> Remember, press <strong>F</strong> or <strong>J</strong> depending on the wind direction.<br><img src=""img/categorize_planet_example.png""",NA,NA,NA,NA,NA,NA,NA,NA,NA,5,7,"9,8,2,13,7,4,10,12,3,14,1,6,11,15,5"
15036,commdev-instructions,26,216416,NA,2223.4000000003725,"<p>Great, now try a short practice mission. </p><p> This time, you will have 1 second to respond and you won't know whether you pressed the right or wrong key for each planet.</p>",NA,NA,NA,NA,NA,NA,NA,NA,NA,5,7,"9,8,2,13,7,4,10,12,3,14,1,6,11,15,5"
15036,commdev-image-keyboard-response,27,217779,practice,null,img/practice2_left.png,NA,Number not found in mappings,NA,FALSE,null,f,NA,NA,NA,5,7,"9,8,2,13,7,4,10,12,3,14,1,6,11,15,5"
15036,commdev-image-keyboard-response,28,219031,practice,715.2999999988824,img/practice3_right.png,NA,Number not found in mappings,NA,TRUE,j,j,NA,NA,NA,5,7,"9,8,2,13,7,4,10,12,3,14,1,6,11,15,5"
15036,commdev-image-keyboard-response,29,220282,practice,556.5,img/practice4_left.png,NA,Number not found in mappings,NA,TRUE,f,f,NA,NA,NA,5,7,"9,8,2,13,7,4,10,12,3,14,1,6,11,15,5"
15036,commdev-image-keyboard-response,30,221534,practice,741.7000000011176,img/practice3_left.png,NA,Number not found in mappings,NA,FALSE,j,f,NA,NA,NA,5,7,"9,8,2,13,7,4,10,12,3,14,1,6,11,15,5"
15036,commdev-image-keyboard-response,31,222786,practice,563.4000000003725,img/practice2_right.png,NA,Number not found in mappings,NA,TRUE,j,j,NA,NA,NA,5,7,"9,8,2,13,7,4,10,12,3,14,1,6,11,15,5"
15036,commdev-image-keyboard-response,32,224037,practice,457.2999999988824,img/practice3_left.png,NA,Number not found in mappings,NA,TRUE,f,f,NA,NA,NA,5,7,"9,8,2,13,7,4,10,12,3,14,1,6,11,15,5"
15036,commdev-image-keyboard-response,33,225289,practice,449.19999999925494,img/practice4_right.png,NA,Number not found in mappings,NA,TRUE,j,j,NA,NA,NA,5,7,"9,8,2,13,7,4,10,12,3,14,1,6,11,15,5"
15036,commdev-image-keyboard-response,34,226540,practice,578.2000000011176,img/practice1_right.png,NA,Number not found in mappings,NA,TRUE,j,j,NA,NA,NA,5,7,"9,8,2,13,7,4,10,12,3,14,1,6,11,15,5"
