subject_id,src,x,y,planet,x_init,y_init
14224,img/planet1.png,268,622,1,1298,465
14224,img/planet2.png,568,593,2,1288,148
14224,img/planet3.png,188,105,3,353,152
14224,img/planet4.png,430,609,4,908,43
14224,img/planet5.png,657,75,5,657,75
14224,img/planet6.png,489,504,6,308,314
14224,img/planet7.png,351,510,7,739,70
14224,img/planet8.png,838,75,8,1050,469
14224,img/planet9.png,731,169,9,1264,249
14224,img/planet10.png,234,262,10,118,585
14224,img/planet11.png,101,374,11,1026,262
14224,img/planet12.png,876,256,12,1066,567
14224,img/planet13.png,591,201,13,51,649
14224,img/planet14.png,91,225,14,355,598
14224,img/planet15.png,325,145,15,747,412
