subject_id,src,x,y,planet,x_init,y_init
14675,img/planet1.png,280,95,1,411,259
14675,img/planet2.png,1263,308,2,9,699
14675,img/planet3.png,209,192,3,35,486
14675,img/planet4.png,1788,22,4,1508,366
14675,img/planet5.png,1150,235,5,1690,387
14675,img/planet6.png,846,181,6,647,632
14675,img/planet7.png,1753,83,7,360,547
14675,img/planet8.png,1274,147,8,1689,726
14675,img/planet9.png,641,250,9,1001,48
14675,img/planet10.png,1614,89,10,1673,723
14675,img/planet11.png,697,204,11,463,269
14675,img/planet12.png,218,100,12,1730,416
14675,img/planet13.png,1260,333,13,1344,542
14675,img/planet14.png,297,360,14,297,360
14675,img/planet15.png,743,258,15,493,829
