subject_id,src,x,y,planet,x_init,y_init
14929,img/planet1.png,784,502,1,607,613
14929,img/planet2.png,1229,445,2,551,28
14929,img/planet3.png,577,154,3,429,45
14929,img/planet4.png,371,84,4,456,553
14929,img/planet5.png,1043,599,5,998,530
14929,img/planet6.png,244,27,6,384,212
14929,img/planet7.png,127,598,7,202,607
14929,img/planet8.png,658,365,8,581,407
14929,img/planet9.png,334,278,9,1005,142
14929,img/planet10.png,273,630,10,4,563
14929,img/planet11.png,140,298,11,1032,123
14929,img/planet12.png,1077,454,12,1010,97
14929,img/planet13.png,72,90,13,244,510
14929,img/planet14.png,1227,602,14,957,449
14929,img/planet15.png,808,347,15,1020,28
