subject_id,src,x,y,planet,x_init,y_init
14095,img/planet1.png,169,197,1,428,131
14095,img/planet2.png,194,298,2,621,308
14095,img/planet3.png,884,193,3,165,350
14095,img/planet4.png,594,263,4,882,395
14095,img/planet5.png,142,377,5,982,379
14095,img/planet6.png,521,325,6,155,377
14095,img/planet7.png,270,225,7,331,186
14095,img/planet8.png,805,280,8,751,307
14095,img/planet9.png,433,380,9,187,379
14095,img/planet10.png,287,319,10,663,429
14095,img/planet11.png,439,285,11,23,495
14095,img/planet12.png,238,387,12,193,467
14095,img/planet13.png,500,221,13,231,90
14095,img/planet14.png,106,287,14,388,105
14095,img/planet15.png,775,188,15,466,83
