subject_id,src,x,y,planet,x_init,y_init
15361,img/planet1.png,408,93,1,357,26
15361,img/planet2.png,105,228,2,320,551
15361,img/planet3.png,465,249,3,855,421
15361,img/planet4.png,886,322,4,620,57
15361,img/planet5.png,182,95,5,140,35
15361,img/planet6.png,831,399,6,210,128
15361,img/planet7.png,187,198,7,107,219
15361,img/planet8.png,482,160,8,111,416
15361,img/planet9.png,550,277,9,921,289
15361,img/planet10.png,104,144,10,56,129
15361,img/planet11.png,921,409,11,264,363
15361,img/planet12.png,282,57,12,36,157
15361,img/planet13.png,865,486,13,735,342
15361,img/planet14.png,270,145,14,606,2
15361,img/planet15.png,575,186,15,624,82
