subject_id,src,x,y,planet,x_init,y_init
14689,img/planet1.png,425,292,1,116,361
14689,img/planet2.png,666,456,2,287,305
14689,img/planet3.png,865,51,3,904,5
14689,img/planet4.png,270,94,4,266,46
14689,img/planet5.png,768,500,5,633,465
14689,img/planet6.png,409,-2,6,114,187
14689,img/planet7.png,582,528,7,106,171
14689,img/planet8.png,333,295,8,388,287
14689,img/planet9.png,549,45,9,475,365
14689,img/planet10.png,75,431,10,39,382
14689,img/planet11.png,134,52,11,283,487
14689,img/planet12.png,104,507,12,485,198
14689,img/planet13.png,74,240,13,904,120
14689,img/planet14.png,17,509,14,17,509
14689,img/planet15.png,374,366,15,876,378
