subject_id,src,x,y,planet,x_init,y_init
15206,img/planet1.png,686,461,1,951,307
15206,img/planet2.png,1108,97,2,1338,518
15206,img/planet3.png,630,538,3,750,114
15206,img/planet4.png,1026,431,4,1067,252
15206,img/planet5.png,293,444,5,690,412
15206,img/planet6.png,1043,513,6,1123,263
15206,img/planet7.png,79,37,7,79,37
15206,img/planet8.png,256,538,8,643,540
15206,img/planet9.png,369,537,9,855,575
15206,img/planet10.png,132,119,10,139,381
15206,img/planet11.png,728,549,11,781,249
15206,img/planet12.png,1042,59,12,1288,370
15206,img/planet13.png,192,31,13,468,335
15206,img/planet14.png,977,52,14,977,52
15206,img/planet15.png,1071,403,15,1157,149
