subject_id,src,x,y,planet,x_init,y_init
14819,img/planet1.png,216,370,1,179,414
14819,img/planet2.png,693,432,2,234,451
14819,img/planet3.png,869,48,3,869,48
14819,img/planet4.png,556,62,4,556,62
14819,img/planet5.png,239,112,5,508,305
14819,img/planet6.png,386,123,6,288,213
14819,img/planet7.png,603,352,7,359,440
14819,img/planet8.png,871,129,8,393,450
14819,img/planet9.png,520,147,9,55,287
14819,img/planet10.png,734,353,10,581,297
14819,img/planet11.png,429,40,11,54,234
14819,img/planet12.png,160,93,12,233,153
14819,img/planet13.png,274,313,13,103,310
14819,img/planet14.png,117,179,14,341,274
14819,img/planet15.png,760,92,15,613,230
