subject_id,src,x,y,planet,x_init,y_init
14093,img/planet1.png,139,513,1,606,689
14093,img/planet2.png,964,390,2,1219,125
14093,img/planet3.png,1402,531,3,1701,674
14093,img/planet4.png,418,419,4,1094,522
14093,img/planet5.png,806,368,5,1516,264
14093,img/planet6.png,321,510,6,666,612
14093,img/planet7.png,1180,472,7,439,56
14093,img/planet8.png,473,576,8,373,96
14093,img/planet9.png,533,329,9,1025,443
14093,img/planet10.png,1028,506,10,377,691
14093,img/planet11.png,325,385,11,1402,751
14093,img/planet12.png,688,441,12,1061,755
14093,img/planet13.png,164,392,13,1699,172
14093,img/planet14.png,835,506,14,1120,462
14093,img/planet15.png,1333,423,15,1657,423
