subject_id,src,x,y,planet,x_init,y_init
14979,img/planet1.png,426,396,1,426,396
14979,img/planet2.png,901,423,2,783,309
14979,img/planet3.png,31,25,3,24,270
14979,img/planet4.png,261,347,4,889,144
14979,img/planet5.png,381,27,5,211,13
14979,img/planet6.png,211,105,6,849,268
14979,img/planet7.png,543,128,7,913,195
14979,img/planet8.png,658,405,8,504,224
14979,img/planet9.png,625,289,9,612,113
14979,img/planet10.png,897,151,10,901,44
14979,img/planet11.png,36,168,11,245,372
14979,img/planet12.png,111,256,12,810,347
14979,img/planet13.png,388,215,13,515,331
14979,img/planet14.png,743,63,14,206,2
14979,img/planet15.png,88,397,15,804,239
