subject_id,src,x,y,planet,x_init,y_init
14611,img/planet1.png,179,279,1,658,62
14611,img/planet2.png,657,392,2,532,185
14611,img/planet3.png,694,341,3,742,381
14611,img/planet4.png,767,245,4,808,173
14611,img/planet5.png,344,36,5,402,335
14611,img/planet6.png,85,201,6,85,201
14611,img/planet7.png,819,268,7,674,400
14611,img/planet8.png,54,205,8,4,278
14611,img/planet9.png,730,256,9,768,252
14611,img/planet10.png,624,346,10,671,392
14611,img/planet11.png,94,209,11,369,55
14611,img/planet12.png,294,28,12,266,11
14611,img/planet13.png,143,278,13,152,278
14611,img/planet14.png,251,370,14,251,370
14611,img/planet15.png,271,359,15,613,137
