subject_id,src,x,y,planet,x_init,y_init
14613,img/planet1.png,349,420,1,721,23
14613,img/planet2.png,481,438,2,650,13
14613,img/planet3.png,60,70,3,60,70
14613,img/planet4.png,854,104,4,854,104
14613,img/planet5.png,437,358,5,800,153
14613,img/planet6.png,695,133,6,370,199
14613,img/planet7.png,785,147,7,712,52
14613,img/planet8.png,189,27,8,693,218
14613,img/planet9.png,931,171,9,109,457
14613,img/planet10.png,848,244,10,848,244
14613,img/planet11.png,766,50,11,440,33
14613,img/planet12.png,534,362,12,663,359
14613,img/planet13.png,919,29,13,160,294
14613,img/planet14.png,504,278,14,948,169
14613,img/planet15.png,142,105,15,843,73
