subject_id,src,x,y,planet,x_init,y_init
15333,img/planet1.png,1179,118,1,462,248
15333,img/planet2.png,1255,597,2,1047,573
15333,img/planet3.png,232,138,3,723,307
15333,img/planet4.png,1186,470,4,878,123
15333,img/planet5.png,366,523,5,85,105
15333,img/planet6.png,69,245,6,350,292
15333,img/planet7.png,509,466,7,425,609
15333,img/planet8.png,497,52,8,1035,115
15333,img/planet9.png,1000,241,9,937,206
15333,img/planet10.png,572,170,10,1036,589
15333,img/planet11.png,106,565,11,822,401
15333,img/planet12.png,58,57,12,353,324
15333,img/planet13.png,943,41,13,1118,169
15333,img/planet14.png,677,70,14,1045,154
15333,img/planet15.png,861,284,15,1151,233
