subject_id,src,x,y,planet,x_init,y_init
14826,img/planet1.png,877,203,1,35,171
14826,img/planet2.png,323,200,2,455,458
14826,img/planet3.png,481,192,3,442,329
14826,img/planet4.png,111,187,4,373,38
14826,img/planet5.png,954,192,5,779,45
14826,img/planet6.png,248,190,6,89,256
14826,img/planet7.png,401,197,7,500,215
14826,img/planet8.png,731,194,8,991,220
14826,img/planet9.png,36,186,9,150,432
14826,img/planet10.png,644,193,10,841,84
14826,img/planet11.png,178,189,11,89,236
14826,img/planet12.png,1025,189,12,984,272
14826,img/planet13.png,1022,258,13,626,515
14826,img/planet14.png,567,189,14,576,208
14826,img/planet15.png,810,196,15,650,258
