subject_id,src,x,y,planet,x_init,y_init
15000,img/planet1.png,705,401,1,221,584
15000,img/planet2.png,792,41,2,353,99
15000,img/planet3.png,432,133,3,395,394
15000,img/planet4.png,314,97,4,518,481
15000,img/planet5.png,968,143,5,447,275
15000,img/planet6.png,214,108,6,235,127
15000,img/planet7.png,775,154,7,633,297
15000,img/planet8.png,582,130,8,582,130
15000,img/planet9.png,382,281,9,1018,379
15000,img/planet10.png,634,238,10,147,360
15000,img/planet11.png,181,220,11,223,310
15000,img/planet12.png,758,299,12,468,417
15000,img/planet13.png,641,16,13,1184,335
15000,img/planet14.png,583,372,14,1052,588
15000,img/planet15.png,289,189,15,855,279
