subject_id,src,x,y,planet,x_init,y_init
14719,img/planet1.png,344,71,1,243,322
14719,img/planet2.png,278,427,2,795,281
14719,img/planet3.png,238,52,3,238,52
14719,img/planet4.png,436,339,4,790,330
14719,img/planet5.png,311,357,5,199,328
14719,img/planet6.png,488,276,6,631,204
14719,img/planet7.png,109,168,7,115,372
14719,img/planet8.png,187,195,8,878,186
14719,img/planet9.png,238,231,9,110,395
14719,img/planet10.png,276,118,10,51,457
14719,img/planet11.png,508,363,11,160,417
14719,img/planet12.png,320,187,12,444,154
14719,img/planet13.png,165,87,13,153,402
14719,img/planet14.png,240,304,14,826,247
14719,img/planet15.png,223,383,15,186,389
