subject_id,src,x,y,planet,x_init,y_init
14348,img/planet1.png,798,152,1,810,38
14348,img/planet2.png,158,170,2,598,367
14348,img/planet3.png,1070,141,3,1191,55
14348,img/planet4.png,501,746,4,1038,106
14348,img/planet5.png,438,176,5,490,360
14348,img/planet6.png,1637,774,6,1083,363
14348,img/planet7.png,227,737,7,1356,361
14348,img/planet8.png,1497,743,8,1518,415
14348,img/planet9.png,1632,646,9,1661,442
14348,img/planet10.png,363,736,10,463,648
14348,img/planet11.png,650,737,11,818,594
14348,img/planet12.png,292,173,12,373,202
14348,img/planet13.png,941,152,13,361,280
14348,img/planet14.png,1198,119,14,711,653
14348,img/planet15.png,1733,714,15,545,222
