subject_id,src,x,y,planet,x_init,y_init
14690,img/planet1.png,536,127,1,297,329
14690,img/planet2.png,462,65,2,266,223
14690,img/planet3.png,32,153,3,32,153
14690,img/planet4.png,826,56,4,358,312
14690,img/planet5.png,717,142,5,780,188
14690,img/planet6.png,772,201,6,133,65
14690,img/planet7.png,495,202,7,567,344
14690,img/planet8.png,94,87,8,728,425
14690,img/planet9.png,168,249,9,498,393
14690,img/planet10.png,147,166,10,583,210
14690,img/planet11.png,398,97,11,183,64
14690,img/planet12.png,719,73,12,404,370
14690,img/planet13.png,425,162,13,477,415
14690,img/planet14.png,794,111,14,756,122
14690,img/planet15.png,77,242,15,741,328
