subject_id,trial_type,trial_index,time_elapsed,block,rt,stimulus,planet,community,response,correct,key_press,learning_correct_response,parse,init_locations,final_locations,browser_interactions,num_comp,planet_map
14826,commdev-instructions,7,25825,NA,1470.4000000357628,"<p>In this game, you are a scientist on board a space shuttle. </p><p> On each mission, you will visit planets all across the universe.</p><img src=""img/controlroom.jpg"" width=300vw>",NA,NA,NA,NA,NA,NA,NA,NA,NA,3,6,"11,1,2,8,7,14,12,15,10,5,3,9,13,4,6"
14826,commdev-instructions,8,28706,NA,798.1999999880791,"<p>Here are a few planets you might see:</p><img src=""img/practice1.png"" width=200vw><img src=""img/practice2.png"" width=200vw><img src=""img/practice3.png"" width=200vw>",NA,NA,NA,NA,NA,NA,NA,NA,NA,3,6,"11,1,2,8,7,14,12,15,10,5,3,9,13,4,6"
14826,commdev-instructions,9,37736,NA,1635.1000000238419,"<p>Your job as a scientist is to record which direction the winds are moving on each planet.</p><p>There are two types of wind directions:</p><img src=""img/practice1_left.png"" width=200vw><img src=""img/practice1_right.png"" width=200vw>",NA,NA,NA,NA,NA,NA,NA,NA,NA,3,6,"11,1,2,8,7,14,12,15,10,5,3,9,13,4,6"
14826,commdev-instructions,10,45170,NA,2554.699999988079,"<p>If the winds are moving this way, press the letter <strong>F</strong> on the keyboard as fast as you can.</p><img src=""img/leftwind.png"" width=250vw>",NA,NA,NA,NA,NA,NA,NA,NA,NA,3,6,"11,1,2,8,7,14,12,15,10,5,3,9,13,4,6"
14826,commdev-instructions,11,51706,NA,2028.4000000357628,"<p>If the winds are moving this way, press the letter <strong>J</strong> on the keyboard as fast as you can.</p><img src=""img/rightwind.png"" width=350vw>",NA,NA,NA,NA,NA,NA,NA,NA,NA,3,6,"11,1,2,8,7,14,12,15,10,5,3,9,13,4,6"
14826,commdev-instructions,12,57339,NA,1207.4000000357628,<p>You will have 1 second to respond. Try to respond before the time runs out!,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,6,"11,1,2,8,7,14,12,15,10,5,3,9,13,4,6"
14826,commdev-instructions,13,63832,NA,1057,<p>The planets you will visit will look different from each other.</p><p>You should respond <strong>only</strong> based on wind direction.,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,6,"11,1,2,8,7,14,12,15,10,5,3,9,13,4,6"
14826,commdev-instructions,14,70428,NA,1432.4000000357628,"<p> Ready to start the practice round? </p><p> Remember, press <strong>F</strong> or <strong>J</strong> depending on the wind direction.<br><img src=""img/categorize_planet_example.png""",NA,NA,NA,NA,NA,NA,NA,NA,NA,3,6,"11,1,2,8,7,14,12,15,10,5,3,9,13,4,6"
14826,commdev-instructions,26,127270,NA,949.6999999880791,"<p>Great, now try a short practice mission. </p><p> This time, you will have 1 second to respond and you won't know whether you pressed the right or wrong key for each planet.</p>",NA,NA,NA,NA,NA,NA,NA,NA,NA,3,6,"11,1,2,8,7,14,12,15,10,5,3,9,13,4,6"
14826,commdev-image-keyboard-response,27,128639,practice,758.0999999642372,img/practice1_right.png,NA,Number not found in mappings,NA,TRUE,j,j,NA,NA,NA,3,6,"11,1,2,8,7,14,12,15,10,5,3,9,13,4,6"
14826,commdev-image-keyboard-response,28,129896,practice,774.8000000119209,img/practice3_left.png,NA,Number not found in mappings,NA,TRUE,f,f,NA,NA,NA,3,6,"11,1,2,8,7,14,12,15,10,5,3,9,13,4,6"
14826,commdev-image-keyboard-response,29,131159,practice,629.7000000476837,img/practice4_right.png,NA,Number not found in mappings,NA,TRUE,j,j,NA,NA,NA,3,6,"11,1,2,8,7,14,12,15,10,5,3,9,13,4,6"
14826,commdev-image-keyboard-response,30,132414,practice,768.8999999761581,img/practice2_right.png,NA,Number not found in mappings,NA,TRUE,j,j,NA,NA,NA,3,6,"11,1,2,8,7,14,12,15,10,5,3,9,13,4,6"
14826,commdev-image-keyboard-response,31,133667,practice,629.8000000119209,img/practice1_right.png,NA,Number not found in mappings,NA,TRUE,j,j,NA,NA,NA,3,6,"11,1,2,8,7,14,12,15,10,5,3,9,13,4,6"
