subject_id,src,x,y,planet,x_init,y_init
14998,img/planet1.png,134,110,1,18,173
14998,img/planet2.png,356,152,2,227,140
14998,img/planet3.png,1048,279,3,1048,279
14998,img/planet4.png,617,319,4,727,367
14998,img/planet5.png,987,77,5,987,77
14998,img/planet6.png,399,275,6,310,334
14998,img/planet7.png,854,164,7,846,86
14998,img/planet8.png,1037,275,8,1037,275
14998,img/planet9.png,163,379,9,64,185
14998,img/planet10.png,747,400,10,948,249
14998,img/planet11.png,661,245,11,901,333
14998,img/planet12.png,598,143,12,919,479
14998,img/planet13.png,475,466,13,634,498
14998,img/planet14.png,401,290,14,351,410
14998,img/planet15.png,472,237,15,517,452
